chrom	strand	start	end	gid	gname	overlapped	species	assembly
chr1	+	40468730	40504575	ENSMUSG00000026069	Il1rl1	false	mouse	GRCm39
chr1	+	40504712	40540014	ENSMUSG00000026070	Il18r1	false	mouse	GRCm39
chr1	+	40554522	40590865	ENSMUSG00000026068	Il18rap	false	mouse	GRCm39
chr1	-	40611348	40619822	ENSMUSG00000104441	Gm35801	false	mouse	GRCm39
chr1	+	40619241	40669885	ENSMUSG00000026065	Slc9a4	false	mouse	GRCm39
chr1	+	40719734	40808433	ENSMUSG00000026062	Slc9a2	false	mouse	GRCm39
chr1	-	40730602	40736796	ENSMUSG00000103679	Gm37623	false	mouse	GRCm39
chr1	+	40810545	40824538	ENSMUSG00000103270	Gm37915	false	mouse	GRCm39
chr1	-	40811198	40829847	ENSMUSG00000041945	Mfsd9	false	mouse	GRCm39
chr1	+	40844761	40896047	ENSMUSG00000079588	Tmem182	false	mouse	GRCm39
chr1	-	41206747	41220412	ENSMUSG00000104072	4930448I06Rik	false	mouse	GRCm39
chr1	-	41566091	41568703	ENSMUSG00000100185	Gm28634	false	mouse	GRCm39
chr1	+	41782758	41978749	ENSMUSG00000100832	Gm29260	false	mouse	GRCm39
chr1	+	42268886	42270268	ENSMUSG00000053640	Gm9915	false	mouse	GRCm39
chr1	-	42277393	42277855	ENSMUSG00000101919	Gm29664	false	mouse	GRCm39
chr1	+	42298929	42343592	ENSMUSG00000101299	Gm28175	false	mouse	GRCm39
chr1	-	42363750	42395097	ENSMUSG00000100180	Gm28140	false	mouse	GRCm39
chr1	-	42629754	42734584	ENSMUSG00000060424	Pantr1	false	mouse	GRCm39
chr1	+	42733258	42733694	ENSMUSG00000121019	Gm57163	false	mouse	GRCm39
chr1	+	42734085	42742336	ENSMUSG00000045515	Pou3f3	false	mouse	GRCm39
chr1	+	42734085	42783951	ENSMUSG00000093436	Gm20646	false	mouse	GRCm39
chr1	-	42746206	42752940	ENSMUSG00000097063	Pantr2	false	mouse	GRCm39
chr1	+	42789872	42792041	ENSMUSG00000099784	Dalir	false	mouse	GRCm39
chr1	+	42890393	42944843	ENSMUSG00000060679	Mrps9	false	mouse	GRCm39
chr1	+	42992032	43074616	ENSMUSG00000041907	Gpr45	false	mouse	GRCm39
chr1	-	43086360	43137797	ENSMUSG00000070939	Tgfbrap1	false	mouse	GRCm39
chr1	+	43095427	43096294	ENSMUSG00000100269	Gm28782	false	mouse	GRCm39
chr1	+	43131748	43132995	ENSMUSG00000041878	8430432A02Rik	false	mouse	GRCm39
chr1	+	43137870	43155107	ENSMUSG00000010290	AI597479	false	mouse	GRCm39
chr1	-	43162234	43236144	ENSMUSG00000008136	Fhl2	false	mouse	GRCm39
chr1	+	43236116	43306587	ENSMUSG00000120601	Gm30307	false	mouse	GRCm39
chr1	-	43289316	43342085	ENSMUSG00000099576	Gm29040	false	mouse	GRCm39
chr1	+	43483739	43609675	ENSMUSG00000066877	Nck2	false	mouse	GRCm39
chr1	+	43769762	43781738	ENSMUSG00000026051	Ecrg4	false	mouse	GRCm39
chr1	-	43781121	43783055	ENSMUSG00000100764	Gm29155	false	mouse	GRCm39
chr1	+	43782075	43782686	ENSMUSG00000100635	Gm29157	false	mouse	GRCm39
chr1	-	43784944	43785442	ENSMUSG00000100480	Gm29156	false	mouse	GRCm39
chr1	-	43786126	43866960	ENSMUSG00000057363	Uxs1	false	mouse	GRCm39
chr1	-	43971765	43973093	ENSMUSG00000120105	Gm57117	false	mouse	GRCm39
chr1	+	43972807	44042160	ENSMUSG00000041763	Tpp2	false	mouse	GRCm39
chr1	-	44048568	44059194	ENSMUSG00000047343	Mettl21c	false	mouse	GRCm39
chr1	-	44095032	44118906	ENSMUSG00000091844	Gm8251	false	mouse	GRCm39
chr1	-	44125773	44141604	ENSMUSG00000026049	Tex30	false	mouse	GRCm39
chr1	-	44145706	44157968	ENSMUSG00000026047	Poglut2	false	mouse	GRCm39
chr1	+	44158117	44183930	ENSMUSG00000041684	Bivm	false	mouse	GRCm39
chr1	+	44186904	44220420	ENSMUSG00000026048	Ercc5	false	mouse	GRCm39
chr1	-	44243230	44258121	ENSMUSG00000046828	Mettl21e	false	mouse	GRCm39
chr1	+	44431969	44433607	ENSMUSG00000100769	Gm28893	false	mouse	GRCm39
chr1	+	44590671	44835998	ENSMUSG00000056870	Gulp1	false	mouse	GRCm39
chr1	-	44778836	44784109	ENSMUSG00000101701	4930521E06Rik	false	mouse	GRCm39
chr1	+	45350698	45388866	ENSMUSG00000026043	Col3a1	false	mouse	GRCm39
chr1	-	45413481	45542442	ENSMUSG00000026042	Col5a2	false	mouse	GRCm39
chr1	+	45834319	45862779	ENSMUSG00000025995	Wdr75	false	mouse	GRCm39
chr1	+	45899764	45904925	ENSMUSG00000121041	Gm57168	false	mouse	GRCm39
chr1	-	45947228	45965683	ENSMUSG00000025993	Slc40a1	false	mouse	GRCm39
chr1	+	46105475	46412710	ENSMUSG00000041144	Dnah7b	false	mouse	GRCm39
chr1	+	46464752	46846636	ENSMUSG00000101337	Dnah7c	false	mouse	GRCm39
chr1	-	46846704	46932012	ENSMUSG00000025986	Slc39a10	false	mouse	GRCm39
chr1	-	46888689	46889639	ENSMUSG00000100213	Gm28151	false	mouse	GRCm39
chr1	+	47192621	47228231	ENSMUSG00000101447	Gm28826	false	mouse	GRCm39
chr1	+	49283775	49379602	ENSMUSG00000051616	C230029F24Rik	false	mouse	GRCm39
chr1	+	50146629	50148121	ENSMUSG00000099608	4933411E06Rik	false	mouse	GRCm39
chr1	-	50436711	50437238	ENSMUSG00000100451	Gm29665	false	mouse	GRCm39
chr1	+	50854534	50856860	ENSMUSG00000100816	Gm28321	false	mouse	GRCm39
chr1	+	50939806	51226429	ENSMUSG00000026109	Tmeff2	false	mouse	GRCm39
chr1	+	50943603	50945077	ENSMUSG00000100671	Gm28322	false	mouse	GRCm39
chr1	-	51177440	51180381	ENSMUSG00000101242	Gm28319	false	mouse	GRCm39
chr1	+	51187468	51189740	ENSMUSG00000099924	Gm28320	false	mouse	GRCm39
chr1	+	51234380	51236907	ENSMUSG00000099625	Gm29325	false	mouse	GRCm39
chr1	-	51257545	51372938	ENSMUSG00000101799	9330175M20Rik	false	mouse	GRCm39
chr1	+	51328285	51342119	ENSMUSG00000045954	Cavin2	false	mouse	GRCm39
chr1	-	51497091	51498090	ENSMUSG00000101702	1700072G22Rik	false	mouse	GRCm39
chr1	-	51505021	51517584	ENSMUSG00000026107	Nabp1	false	mouse	GRCm39
chr1	+	51517737	51519300	ENSMUSG00000120049	Gm57109	false	mouse	GRCm39
chr1	-	51546245	51635877	ENSMUSG00000099413	Gm17767	false	mouse	GRCm39
chr1	-	51735483	51786219	ENSMUSG00000101741	Gm28055	false	mouse	GRCm39
chr1	-	51788924	51955230	ENSMUSG00000018417	Myo1b	false	mouse	GRCm39
chr1	-	51886999	51888277	ENSMUSG00000101724	Gm29453	false	mouse	GRCm39
chr1	-	51916269	51918767	ENSMUSG00000100313	Gm28323	false	mouse	GRCm39
chr1	+	52026307	52146348	ENSMUSG00000062939	Stat4	false	mouse	GRCm39
chr1	-	52147280	52152910	ENSMUSG00000109599	Gm31812	false	mouse	GRCm39
chr1	+	52158599	52201024	ENSMUSG00000026104	Stat1	false	mouse	GRCm39
chr1	-	52202607	52272391	ENSMUSG00000026103	Gls	false	mouse	GRCm39
chr1	-	52496453	52539838	ENSMUSG00000002881	Nab1	false	mouse	GRCm39
chr1	+	52562061	52621838	ENSMUSG00000100120	Gm53065	false	mouse	GRCm39
chr1	-	52609173	52619450	ENSMUSG00000099878	Gm28178	false	mouse	GRCm39
chr1	+	52669862	52691078	ENSMUSG00000043015	Nemp2	false	mouse	GRCm39
chr1	-	52695445	52766621	ENSMUSG00000041439	Mfsd6	false	mouse	GRCm39
chr1	-	52741431	52743921	ENSMUSG00000100302	Gm29670	false	mouse	GRCm39
chr1	-	52824586	52856847	ENSMUSG00000026102	Inpp1	false	mouse	GRCm39
chr1	+	52884088	52960145	ENSMUSG00000041426	Hibch	false	mouse	GRCm39
chr1	-	52961483	53059338	ENSMUSG00000043629	1700019D03Rik	false	mouse	GRCm39
chr1	+	53100799	53107238	ENSMUSG00000026100	Mstn	false	mouse	GRCm39
chr1	-	53197736	53226795	ENSMUSG00000060715	1700019A02Rik	false	mouse	GRCm39
chr1	-	53228346	53336177	ENSMUSG00000026098	Pms1	false	mouse	GRCm39
chr1	+	53235272	53236854	ENSMUSG00000100763	Gm28777	false	mouse	GRCm39
chr1	+	53336254	53349468	ENSMUSG00000026097	Ormdl1	false	mouse	GRCm39
chr1	+	53352783	53365502	ENSMUSG00000026096	Osgepl1	false	mouse	GRCm39
chr1	-	53365391	53381345	ENSMUSG00000121346	ENSMUSG00000121346	false	mouse	GRCm39
chr1	-	53383776	53391911	ENSMUSG00000026095	Asnsd1	false	mouse	GRCm39
chr1	-	53387638	53391778	ENSMUSG00000117809	Gm50478	false	mouse	GRCm39
chr1	-	53436165	53745943	ENSMUSG00000096141	Dnah7a	false	mouse	GRCm39
chr1	-	53794665	53824383	ENSMUSG00000026094	Stk17b	false	mouse	GRCm39
chr1	-	53846035	54234327	ENSMUSG00000042807	Hecw2	false	mouse	GRCm39
chr1	+	54289842	54407886	ENSMUSG00000025983	Ccdc150	false	mouse	GRCm39
chr1	-	54435163	54478141	ENSMUSG00000041303	Gtf3c3	false	mouse	GRCm39
chr1	-	54482563	54495922	ENSMUSG00000109809	Gm34066	false	mouse	GRCm39
chr1	-	54512153	54596843	ENSMUSG00000073678	Pgap1	false	mouse	GRCm39
chr1	-	54684499	54965546	ENSMUSG00000052331	Ankrd44	false	mouse	GRCm39
chr1	+	54720888	54806683	ENSMUSG00000101674	4930444A19Rik	false	mouse	GRCm39
chr1	-	55024328	55066673	ENSMUSG00000025982	Sf3b1	false	mouse	GRCm39
chr1	+	55091929	55111861	ENSMUSG00000025981	Coq10b	false	mouse	GRCm39
chr1	-	55116994	55127452	ENSMUSG00000025980	Hspd1	false	mouse	GRCm39
chr1	+	55127291	55130466	ENSMUSG00000073676	Hspe1	false	mouse	GRCm39
chr1	+	55170390	55194058	ENSMUSG00000025979	Mob4	false	mouse	GRCm39
chr1	-	55209318	55265941	ENSMUSG00000025978	Rftn2	false	mouse	GRCm39
chr1	+	55265410	55274783	ENSMUSG00000097649	Gm10561	false	mouse	GRCm39
chr1	+	55276336	55287629	ENSMUSG00000046994	Mars2	false	mouse	GRCm39
chr1	-	55287817	55402628	ENSMUSG00000025977	Boll	false	mouse	GRCm39
chr1	+	55445080	55793444	ENSMUSG00000038349	Plcl1	false	mouse	GRCm39
chr1	+	55970400	56011487	ENSMUSG00000099950	9130227L01Rik	false	mouse	GRCm39
chr1	+	56058137	56059362	ENSMUSG00000100372	1700003I22Rik	false	mouse	GRCm39
chr1	+	56570983	56573035	ENSMUSG00000101332	Gm28240	false	mouse	GRCm39
chr1	-	56675203	56676594	ENSMUSG00000045336	Hsfy2	false	mouse	GRCm39
chr1	-	56833140	57017809	ENSMUSG00000038331	Satb2	false	mouse	GRCm39
chr1	+	57010571	57089243	ENSMUSG00000087022	9130024F11Rik	false	mouse	GRCm39
chr1	-	57019637	57020285	ENSMUSG00000120334	Gm57110	false	mouse	GRCm39
chr1	+	57166499	57168559	ENSMUSG00000099945	1700126A01Rik	false	mouse	GRCm39
chr1	-	57239804	57254152	ENSMUSG00000101429	BC055402	false	mouse	GRCm39
chr1	-	57398377	57416741	ENSMUSG00000097519	4930558J18Rik	false	mouse	GRCm39
chr1	+	57416779	57424582	ENSMUSG00000038323	1700066M21Rik	false	mouse	GRCm39
chr1	+	57416782	57457112	ENSMUSG00000025971	Maip1	false	mouse	GRCm39
chr1	-	57427396	57446260	ENSMUSG00000048495	Tyw5	false	mouse	GRCm39
chr1	+	57615856	57618965	ENSMUSG00000121279	Gm57188	false	mouse	GRCm39
chr1	+	57813321	57987553	ENSMUSG00000038305	Spats2l	false	mouse	GRCm39
chr1	-	57948994	57956270	ENSMUSG00000091283	Gm17234	false	mouse	GRCm39
chr1	-	57994260	58058115	ENSMUSG00000054770	Kctd18	false	mouse	GRCm39
chr1	+	58035130	58065058	ENSMUSG00000026039	Sgo2a	false	mouse	GRCm39
chr1	+	58069090	58145572	ENSMUSG00000063558	Aox1	false	mouse	GRCm39
chr1	+	58152289	58239857	ENSMUSG00000064294	Aox3	false	mouse	GRCm39
chr1	+	58249556	58307756	ENSMUSG00000038242	Aox4	false	mouse	GRCm39
chr1	-	58293276	58354815	ENSMUSG00000089822	Gm15759	false	mouse	GRCm39
chr1	+	58317485	58419418	ENSMUSG00000079554	Aox2	false	mouse	GRCm39
chr1	+	58431969	58446512	ENSMUSG00000051223	Bzw1	false	mouse	GRCm39
chr1	-	58449348	58463232	ENSMUSG00000026034	Clk1	false	mouse	GRCm39
chr1	-	58470153	58484654	ENSMUSG00000026035	Ppil3	false	mouse	GRCm39
chr1	+	58484310	58520975	ENSMUSG00000026036	Nif3l1	false	mouse	GRCm39
chr1	-	58501930	58544268	ENSMUSG00000026037	Orc2	false	mouse	GRCm39
chr1	+	58544307	58562389	ENSMUSG00000085054	Gm15834	false	mouse	GRCm39
chr1	-	58561965	58625482	ENSMUSG00000038174	Hycc2	false	mouse	GRCm39
chr1	+	58625543	58635123	ENSMUSG00000026032	Ndufb3	false	mouse	GRCm39
chr1	-	58686062	58735148	ENSMUSG00000047528	Flacc1	false	mouse	GRCm39
chr1	+	58691751	58694992	ENSMUSG00000121483	Gm20257	false	mouse	GRCm39
chr1	+	58750667	58798043	ENSMUSG00000026031	Cflar	false	mouse	GRCm39
chr1	+	58834533	58886662	ENSMUSG00000026029	Casp8	false	mouse	GRCm39
chr1	-	58939608	59012616	ENSMUSG00000026028	Trak2	false	mouse	GRCm39
chr1	+	59012681	59034874	ENSMUSG00000026027	Stradb	false	mouse	GRCm39
chr1	-	59036275	59134059	ENSMUSG00000072295	C2cd6	false	mouse	GRCm39
chr1	-	59036282	59042698	ENSMUSG00000047383	Gm55816	false	mouse	GRCm39
chr1	+	59053383	59098640	ENSMUSG00000099752	Gm29018	false	mouse	GRCm39
chr1	-	59139749	59159567	ENSMUSG00000038079	Tmem237	false	mouse	GRCm39
chr1	+	59158988	59161300	ENSMUSG00000097573	G730003C15Rik	false	mouse	GRCm39
chr1	-	59160094	59202548	ENSMUSG00000079550	Mpp4	false	mouse	GRCm39
chr1	+	59190206	59208479	ENSMUSG00000101586	Gm29017	false	mouse	GRCm39
chr1	-	59202085	59276390	ENSMUSG00000026024	Als2	false	mouse	GRCm39
chr1	+	59276626	59278197	ENSMUSG00000120458	Gm33667	false	mouse	GRCm39
chr1	+	59296065	59392152	ENSMUSG00000026023	Cdk15	false	mouse	GRCm39
chr1	+	59418089	59431458	ENSMUSG00000099922	Gm29016	false	mouse	GRCm39
chr1	+	59521583	59526114	ENSMUSG00000041075	Fzd7	false	mouse	GRCm39
chr1	-	59527639	59531764	ENSMUSG00000097819	Gm26813	false	mouse	GRCm39
chr1	+	59555423	59675576	ENSMUSG00000047361	Gm973	false	mouse	GRCm39
chr1	-	59572150	59588680	ENSMUSG00000099811	Gm28411	false	mouse	GRCm39
chr1	-	59573970	59576388	ENSMUSG00000101409	1700122D07Rik	false	mouse	GRCm39
chr1	-	59625717	59709993	ENSMUSG00000026021	Sumo1	false	mouse	GRCm39
chr1	+	59724111	59758203	ENSMUSG00000026020	Nop58	false	mouse	GRCm39
chr1	-	59801225	59802558	ENSMUSG00000119961	B430105G09Rik	false	mouse	GRCm39
chr1	+	59802559	59918173	ENSMUSG00000067336	Bmpr2	false	mouse	GRCm39
chr1	+	59952139	60024505	ENSMUSG00000041040	Fam117b	false	mouse	GRCm39
chr1	-	60021649	60082343	ENSMUSG00000026018	Ica1l	false	mouse	GRCm39
chr1	-	60108944	60137804	ENSMUSG00000026019	Wdr12	false	mouse	GRCm39
chr1	+	60137406	60193112	ENSMUSG00000026017	Carf	false	mouse	GRCm39
chr1	+	60219731	60377487	ENSMUSG00000073664	Nbeal1	false	mouse	GRCm39
chr1	+	60382482	60427219	ENSMUSG00000049439	Cyp20a1	false	mouse	GRCm39
chr1	+	60448706	60520317	ENSMUSG00000026782	Abi2	false	mouse	GRCm39
chr1	-	60521451	60606263	ENSMUSG00000026014	Raph1	false	mouse	GRCm39
chr1	+	60648340	60667252	ENSMUSG00000120763	Gm57165	false	mouse	GRCm39
chr1	+	60744380	60744497	ENSMUSG00000120928	Gm57147	false	mouse	GRCm39
chr1	+	60755959	60812518	ENSMUSG00000026012	Cd28	false	mouse	GRCm39
chr1	-	60815824	60820993	ENSMUSG00000086795	Gm11579	false	mouse	GRCm39
chr1	+	60817899	60842949	ENSMUSG00000085965	2310016D23Rik	false	mouse	GRCm39
chr1	+	60926159	60954991	ENSMUSG00000026011	Ctla4	false	mouse	GRCm39
chr1	+	61017086	61039479	ENSMUSG00000026009	Icos	false	mouse	GRCm39
chr1	-	61304450	61310673	ENSMUSG00000100893	Gm28083	false	mouse	GRCm39
chr1	+	61341068	61346905	ENSMUSG00000085248	Gm11587	false	mouse	GRCm39
chr1	+	61417591	61435063	ENSMUSG00000085447	9530026F06Rik	false	mouse	GRCm39
chr1	+	61479260	61508634	ENSMUSG00000086408	Gm11588	false	mouse	GRCm39
chr1	+	61514110	61515187	ENSMUSG00000100965	Gm28449	false	mouse	GRCm39
chr1	-	61656102	61660308	ENSMUSG00000086009	4930587A21Rik	false	mouse	GRCm39
chr1	+	61677983	62681443	ENSMUSG00000052062	Pard3b	false	mouse	GRCm39
chr1	-	61806574	61890699	ENSMUSG00000085842	Pard3bos1	false	mouse	GRCm39
chr1	-	62170354	62175268	ENSMUSG00000085019	Pard3bos2	false	mouse	GRCm39
chr1	-	62495884	62538420	ENSMUSG00000085400	Pard3bos3	false	mouse	GRCm39
chr1	-	62573650	62575101	ENSMUSG00000100750	Gm29084	false	mouse	GRCm39
chr1	+	62742240	62857854	ENSMUSG00000025969	Nrp2	false	mouse	GRCm39
chr1	-	62753882	62757232	ENSMUSG00000100811	Gm29083	false	mouse	GRCm39
chr1	-	62860510	62871529	ENSMUSG00000100426	Gm4208	false	mouse	GRCm39
chr1	-	62997577	63153849	ENSMUSG00000040865	Ino80d	false	mouse	GRCm39
chr1	+	63152237	63197452	ENSMUSG00000084799	Ino80dos	false	mouse	GRCm39
chr1	+	63156277	63165996	ENSMUSG00000101599	Gm20342	false	mouse	GRCm39
chr1	-	63182755	63215992	ENSMUSG00000025968	Ndufs1	false	mouse	GRCm39
chr1	+	63215967	63219645	ENSMUSG00000025967	Eef1b2	false	mouse	GRCm39
chr1	-	63221850	63253702	ENSMUSG00000046856	Cmklr2	false	mouse	GRCm39
chr1	+	63239472	63247126	ENSMUSG00000086730	Platr12	false	mouse	GRCm39
chr1	-	63306007	63312279	ENSMUSG00000087561	Gm11608	false	mouse	GRCm39
chr1	+	63312384	63353735	ENSMUSG00000027520	Zdbf2	false	mouse	GRCm39
chr1	+	63485050	63635435	ENSMUSG00000025964	Adam23	false	mouse	GRCm39
chr1	+	63655127	63659978	ENSMUSG00000115378	Gm39653	false	mouse	GRCm39
chr1	-	63662010	63726086	ENSMUSG00000069085	Dytn	false	mouse	GRCm39
chr1	-	63737978	63769477	ENSMUSG00000025963	Mdh1b	false	mouse	GRCm39
chr1	+	63769773	63793814	ENSMUSG00000025962	Fastkd2	false	mouse	GRCm39
chr1	-	63794066	63808426	ENSMUSG00000025961	4933402D24Rik	false	mouse	GRCm39
chr1	+	64003886	64008158	ENSMUSG00000044689	Gm13749	false	mouse	GRCm39
chr1	-	64068606	64161444	ENSMUSG00000025959	Klf7	false	mouse	GRCm39
chr1	+	64117813	64129941	ENSMUSG00000086836	Gm13748	false	mouse	GRCm39
chr1	-	64225150	64342202	ENSMUSG00000101895	Gm28981	false	mouse	GRCm39
chr1	+	64571804	64643707	ENSMUSG00000025958	Creb1	false	mouse	GRCm39
chr1	-	64645632	64656401	ENSMUSG00000025956	Mettl21a	false	mouse	GRCm39
chr1	+	64656943	64665192	ENSMUSG00000101832	Gm28982	false	mouse	GRCm39
chr1	+	64689094	64691915	ENSMUSG00000100437	Gm29152	false	mouse	GRCm39
chr1	-	64719013	64729842	ENSMUSG00000087213	2810408I11Rik	false	mouse	GRCm39
chr1	+	64729614	64764803	ENSMUSG00000070871	Ccnyl1	false	mouse	GRCm39
chr1	-	64769717	64776910	ENSMUSG00000045005	Fzd5	false	mouse	GRCm39
chr1	-	64825142	64995983	ENSMUSG00000051344	Plekhm3	false	mouse	GRCm39
chr1	-	65051848	65071918	ENSMUSG00000025955	Akr1cl	false	mouse	GRCm39
chr1	-	65087713	65090308	ENSMUSG00000070870	Cryge	false	mouse	GRCm39
chr1	-	65101031	65102611	ENSMUSG00000067299	Crygd	false	mouse	GRCm39
chr1	-	65110684	65112848	ENSMUSG00000025952	Crygc	false	mouse	GRCm39
chr1	-	65119378	65121447	ENSMUSG00000073658	Crygb	false	mouse	GRCm39
chr1	-	65139548	65142532	ENSMUSG00000044429	Cryga	false	mouse	GRCm39
chr1	-	65144444	65162373	ENSMUSG00000044816	D630023F18Rik	false	mouse	GRCm39
chr1	-	65197775	65225659	ENSMUSG00000025950	Idh1	false	mouse	GRCm39
chr1	+	65225842	65317854	ENSMUSG00000025949	Pikfyve	false	mouse	GRCm39
chr1	+	65321215	65428403	ENSMUSG00000025946	Pth2r	false	mouse	GRCm39
chr1	+	65965679	65967466	ENSMUSG00000025945	Crygf	false	mouse	GRCm39
chr1	+	66214426	66481742	ENSMUSG00000015222	Map2	false	mouse	GRCm39
chr1	-	66361435	66367955	ENSMUSG00000073656	Gm10558	false	mouse	GRCm39
chr1	+	66507526	66738307	ENSMUSG00000055567	Unc80	false	mouse	GRCm39
chr1	+	66739990	66758964	ENSMUSG00000026005	Rpe	false	mouse	GRCm39
chr1	-	66758407	66856721	ENSMUSG00000026004	Kansl1l	false	mouse	GRCm39
chr1	-	66851210	66856128	ENSMUSG00000121280	Gm57189	false	mouse	GRCm39
chr1	-	66869998	66902436	ENSMUSG00000026003	Acadl	false	mouse	GRCm39
chr1	-	66963454	66984563	ENSMUSG00000061816	Myl1	false	mouse	GRCm39
chr1	-	67039676	67078047	ENSMUSG00000026000	Lancl1	false	mouse	GRCm39
chr1	-	67154576	67155686	ENSMUSG00000120337	Gm57111	false	mouse	GRCm39
chr1	+	67162185	67270418	ENSMUSG00000025991	Cps1	false	mouse	GRCm39
chr1	+	67288359	67362768	ENSMUSG00000086204	Gm15668	false	mouse	GRCm39
chr1	+	67831640	67844483	ENSMUSG00000085075	Gm15669	false	mouse	GRCm39
chr1	+	68063402	68064922	ENSMUSG00000087329	Gm15671	false	mouse	GRCm39
chr1	-	68071345	69147218	ENSMUSG00000062209	Erbb4	false	mouse	GRCm39
chr1	-	69131072	69145899	ENSMUSG00000087514	Gm16076	false	mouse	GRCm39
chr1	+	69480215	69483243	ENSMUSG00000099804	Gm28497	false	mouse	GRCm39
chr1	-	69529516	69532947	ENSMUSG00000100354	Gm29113	false	mouse	GRCm39
chr1	+	69553091	69586866	ENSMUSG00000101156	Gm29114	false	mouse	GRCm39
chr1	-	69570373	69726409	ENSMUSG00000025997	Ikzf2	false	mouse	GRCm39
chr1	-	69634195	69637681	ENSMUSG00000100815	Gm29112	false	mouse	GRCm39
chr1	-	69699346	69701220	ENSMUSG00000099954	Gm28112	false	mouse	GRCm39
chr1	+	69866129	70764291	ENSMUSG00000053153	Spag16	false	mouse	GRCm39
chr1	+	70764874	70924556	ENSMUSG00000045648	Vwc2l	false	mouse	GRCm39
chr1	-	71066657	71142305	ENSMUSG00000026196	Bard1	false	mouse	GRCm39
chr1	-	71281435	71454069	ENSMUSG00000050296	Abca12	false	mouse	GRCm39
chr1	+	71596138	71618790	ENSMUSG00000026192	Atic	false	mouse	GRCm39
chr1	-	71624679	71692359	ENSMUSG00000026193	Fn1	false	mouse	GRCm39
chr1	+	71691996	71702002	ENSMUSG00000073652	Apol7d	false	mouse	GRCm39
chr1	+	71927035	71930757	ENSMUSG00000099707	Gm8883	false	mouse	GRCm39
chr1	-	71933225	71956284	ENSMUSG00000101211	Gm28818	false	mouse	GRCm39
chr1	-	71975569	71977777	ENSMUSG00000121242	Gm57173	false	mouse	GRCm39
chr1	-	71998157	72044354	ENSMUSG00000101848	4933417E11Rik	false	mouse	GRCm39
chr1	-	72022840	72077890	ENSMUSG00000101764	4930556G22Rik	false	mouse	GRCm39
chr1	-	72146314	72161160	ENSMUSG00000102123	Gm4319	false	mouse	GRCm39
chr1	-	72198601	72251466	ENSMUSG00000039395	Mreg	false	mouse	GRCm39
chr1	+	72275642	72311539	ENSMUSG00000121277	Gm57184	false	mouse	GRCm39
chr1	-	72298326	72323473	ENSMUSG00000026189	Pecr	false	mouse	GRCm39
chr1	+	72323523	72342263	ENSMUSG00000026188	Tmem169	false	mouse	GRCm39
chr1	+	72346552	72434111	ENSMUSG00000026187	Xrcc5	false	mouse	GRCm39
chr1	-	72466271	72576089	ENSMUSG00000039372	Marchf4	false	mouse	GRCm39
chr1	+	72622410	72672293	ENSMUSG00000039354	Smarcal1	false	mouse	GRCm39
chr1	+	72680347	72682122	ENSMUSG00000110712	Gm39662	false	mouse	GRCm39
chr1	-	72682139	72739738	ENSMUSG00000039342	Ankar	false	mouse	GRCm39
chr1	+	72750449	72752972	ENSMUSG00000046330	Rpl37a	false	mouse	GRCm39
chr1	-	72784313	72808825	ENSMUSG00000120056	Gm30788	false	mouse	GRCm39
chr1	-	72844741	72845242	ENSMUSG00000121273	Gm57179	false	mouse	GRCm39
chr1	+	72863662	72891633	ENSMUSG00000039323	Igfbp2	false	mouse	GRCm39
chr1	-	72897091	72914043	ENSMUSG00000026185	Igfbp5	false	mouse	GRCm39
chr1	+	73024003	73064666	ENSMUSG00000101968	1700027A15Rik	false	mouse	GRCm39
chr1	-	73054233	73055068	ENSMUSG00000026182	Tnp1	false	mouse	GRCm39
chr1	+	73308223	73345519	ENSMUSG00000101112	Gm29185	false	mouse	GRCm39
chr1	-	73429934	73446728	ENSMUSG00000099877	Pinc	false	mouse	GRCm39
chr1	+	73438127	73469949	ENSMUSG00000101812	D530049I02Rik	false	mouse	GRCm39
chr1	-	73561254	73568949	ENSMUSG00000100444	C530043A13Rik	false	mouse	GRCm39
chr1	+	73568096	73575508	ENSMUSG00000100429	Gm29186	false	mouse	GRCm39
chr1	-	73657247	73903625	ENSMUSG00000100301	6030407O03Rik	false	mouse	GRCm39
chr1	-	73789480	73881076	ENSMUSG00000101344	Gm29183	false	mouse	GRCm39
chr1	-	73949390	74163608	ENSMUSG00000055322	Tns1	false	mouse	GRCm39
chr1	+	74164700	74187382	ENSMUSG00000061815	Rufy4	false	mouse	GRCm39
chr1	+	74193150	74200405	ENSMUSG00000026180	Cxcr2	false	mouse	GRCm39
chr1	-	74214967	74220795	ENSMUSG00000121276	Gm57183	false	mouse	GRCm39
chr1	-	74230944	74233790	ENSMUSG00000048480	Cxcr1	false	mouse	GRCm39
chr1	+	74275243	74307368	ENSMUSG00000006304	Arpc2	false	mouse	GRCm39
chr1	+	74317709	74318783	ENSMUSG00000064272	Gpbar1	false	mouse	GRCm39
chr1	-	74318999	74323897	ENSMUSG00000006299	Aamp	false	mouse	GRCm39
chr1	+	74320320	74321025	ENSMUSG00000101503	Gm28364	false	mouse	GRCm39
chr1	+	74324089	74392853	ENSMUSG00000026179	Pnkd	false	mouse	GRCm39
chr1	-	74327406	74344781	ENSMUSG00000006301	Tmbim1	false	mouse	GRCm39
chr1	+	74334762	74338026	ENSMUSG00000099931	Gm29358	false	mouse	GRCm39
chr1	+	74401267	74408480	ENSMUSG00000073650	Catip	false	mouse	GRCm39
