srr	gse	size_gb	platform	verified	kit	species	pipeline	status	cells	host	updated_at	dl_key	in_scthread_current	ena_platform	ena_assay	isoquant_status	isoquant_cells	isoquant_transcripts	isoquant_path	isoquant_route	isoquant_barcodes_raw	isoquant_cells_method	species_metadata_source	gsm	gsm_mapping_source	gse_metadata_check	ena_experiment_accession	biosample_accession	ena_sample_accession	ena_study_accession	ena_secondary_study_accession	ena_scientific_name	ena_tax_id	ena_sample_title	ena_experiment_title	ena_instrument_model	ena_library_name	ena_library_strategy	ena_library_source	ena_library_selection	ena_library_layout	geo_title	geo_source_name	geo_organism	geo_characteristics	geo_molecule	geo_description	metadata_status	metadata_conflicts	anchor_status	annotation_status	annotation_method	annotation_cells	annotation_scope	annotation_source	annotation_reproduce	annotation_ref
SRR9689384	GSE134311	0.14	PacBio	True	Smart-seq2	mouse	unclassified	downloaded					no	PACBIO_SMRT	bulk-longread								ENA	GSM3942092	GEO_SRX_RELATION	MATCH	SRX6448769	SAMN12280037	SRS5102396	PRJNA554684	SRP214718	Mus musculus	10090	Iso_seq_single_oocyte_3	Sequel sequencing: GSM3942092: Iso_seq_single_oocyte_3 Mus musculus RNA-Seq	Sequel		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	Iso_seq_single_oocyte_3	oocyte	Mus musculus	strain: C57BL/6 || tissue: oocyte	polyA RNA	applying single cell method to oocyte	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR9689385	GSE134311	0.53	PacBio	True	Smart-seq2	mouse	unclassified	downloaded					no	PACBIO_SMRT	bulk-longread								ENA	GSM3942093	GEO_SRX_RELATION	MATCH	SRX6448770	SAMN12280036	SRS5102397	PRJNA554684	SRP214718	Mus musculus	10090	Iso_seq_10_oocyte_1	Sequel sequencing: GSM3942093: Iso_seq_10_oocyte_1 Mus musculus RNA-Seq	Sequel		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	Iso_seq_10_oocyte_1	oocyte	Mus musculus	strain: C57BL/6 || tissue: oocyte	polyA RNA	applying single cell method to 10 merged oocytes	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR9689386	GSE134311	0.49	PacBio	True	Smart-seq2	mouse	unclassified	downloaded					no	PACBIO_SMRT	bulk-longread								ENA	GSM3942093	GEO_SRX_RELATION	MATCH	SRX6448770	SAMN12280036	SRS5102397	PRJNA554684	SRP214718	Mus musculus	10090	Iso_seq_10_oocyte_1	Sequel sequencing: GSM3942093: Iso_seq_10_oocyte_1 Mus musculus RNA-Seq	Sequel		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	Iso_seq_10_oocyte_1	oocyte	Mus musculus	strain: C57BL/6 || tissue: oocyte	polyA RNA	applying single cell method to 10 merged oocytes	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR9689387	GSE134311	0.03	PacBio	True	Smart-seq2	mouse	unclassified	downloaded					no	PACBIO_SMRT	bulk-longread								ENA	GSM3942094	GEO_SRX_RELATION	MATCH	SRX6448771	SAMN12280035	SRS5102398	PRJNA554684	SRP214718	Mus musculus	10090	Iso_seq_10_oocyte_2	Sequel sequencing: GSM3942094: Iso_seq_10_oocyte_2 Mus musculus RNA-Seq	Sequel		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	Iso_seq_10_oocyte_2	oocyte	Mus musculus	strain: C57BL/6 || tissue: oocyte	polyA RNA	applying single cell method to 10 merged oocytes	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR9689388	GSE134311	0.03	PacBio	True	Smart-seq2	mouse	unclassified	downloaded					no	PACBIO_SMRT	bulk-longread								ENA	GSM3942094	GEO_SRX_RELATION	MATCH	SRX6448771	SAMN12280035	SRS5102398	PRJNA554684	SRP214718	Mus musculus	10090	Iso_seq_10_oocyte_2	Sequel sequencing: GSM3942094: Iso_seq_10_oocyte_2 Mus musculus RNA-Seq	Sequel		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	Iso_seq_10_oocyte_2	oocyte	Mus musculus	strain: C57BL/6 || tissue: oocyte	polyA RNA	applying single cell method to 10 merged oocytes	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR9689389	GSE134311	0.19	PacBio	True	Smart-seq2	mouse	unclassified	downloaded					no	PACBIO_SMRT	bulk-longread								ENA	GSM3942095	GEO_SRX_RELATION	MATCH	SRX6448772	SAMN12279981	SRS5102399	PRJNA554684	SRP214718	Mus musculus	10090	Iso_seq_10_oocyte_3	Sequel sequencing: GSM3942095: Iso_seq_10_oocyte_3 Mus musculus RNA-Seq	Sequel		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	Iso_seq_10_oocyte_3	oocyte	Mus musculus	strain: C57BL/6 || tissue: oocyte	polyA RNA	applying single cell method to 10 merged oocytes	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR9689390	GSE134311	0.18	PacBio	True	Smart-seq2	mouse	unclassified	downloaded					no	PACBIO_SMRT	bulk-longread								ENA	GSM3942095	GEO_SRX_RELATION	MATCH	SRX6448772	SAMN12279981	SRS5102399	PRJNA554684	SRP214718	Mus musculus	10090	Iso_seq_10_oocyte_3	Sequel sequencing: GSM3942095: Iso_seq_10_oocyte_3 Mus musculus RNA-Seq	Sequel		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	Iso_seq_10_oocyte_3	oocyte	Mus musculus	strain: C57BL/6 || tissue: oocyte	polyA RNA	applying single cell method to 10 merged oocytes	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR10539959	GSE140890	0.52	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194589	GEO_SRX_RELATION	MATCH	SRX7223772	SAMN13392471	SRS5724957	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_es_eb1	MinION sequencing: GSM4194589: EB14_loxp_gDNA_es_eb1 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_es_eb1	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_es_eb1 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539960	GSE140890	0.61	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194589	GEO_SRX_RELATION	MATCH	SRX7223772	SAMN13392471	SRS5724957	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_es_eb1	MinION sequencing: GSM4194589: EB14_loxp_gDNA_es_eb1 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_es_eb1	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_es_eb1 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539961	GSE140890	0.0	ONT	False	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194589	GEO_SRX_RELATION	MATCH	SRX7223772	SAMN13392471	SRS5724957	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_es_eb1	MinION sequencing: GSM4194589: EB14_loxp_gDNA_es_eb1 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_es_eb1	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_es_eb1 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539962	GSE140890	0.67	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194589	GEO_SRX_RELATION	MATCH	SRX7223772	SAMN13392471	SRS5724957	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_es_eb1	MinION sequencing: GSM4194589: EB14_loxp_gDNA_es_eb1 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_es_eb1	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_es_eb1 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539964	GSE140890	0.57	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194590	GEO_SRX_RELATION	MATCH	SRX7223773	SAMN13392470	SRS5724958	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_es_eb3	MinION sequencing: GSM4194590: EB14_loxp_gDNA_es_eb3 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_es_eb3	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_es_eb3 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539967	GSE140890	0.51	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194591	GEO_SRX_RELATION	MATCH	SRX7223774	SAMN13392469	SRS5724959	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_es_eb4	MinION sequencing: GSM4194591: EB14_loxp_gDNA_es_eb4 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_es_eb4	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_es_eb4 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539968	GSE140890	0.64	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194591	GEO_SRX_RELATION	MATCH	SRX7223774	SAMN13392469	SRS5724959	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_es_eb4	MinION sequencing: GSM4194591: EB14_loxp_gDNA_es_eb4 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_es_eb4	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_es_eb4 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539969	GSE140890	0.57	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194591	GEO_SRX_RELATION	MATCH	SRX7223774	SAMN13392469	SRS5724959	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_es_eb4	MinION sequencing: GSM4194591: EB14_loxp_gDNA_es_eb4 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_es_eb4	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_es_eb4 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539970	GSE140890	0.54	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194591	GEO_SRX_RELATION	MATCH	SRX7223774	SAMN13392469	SRS5724959	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_es_eb4	MinION sequencing: GSM4194591: EB14_loxp_gDNA_es_eb4 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_es_eb4	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_es_eb4 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539971	GSE140890	0.37	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194592	GEO_SRX_RELATION	MATCH	SRX7223775	SAMN13392468	SRS5724960	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_d8_eb7	MinION sequencing: GSM4194592: EB14_loxp_gDNA_d8_eb7 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_d8_eb7	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_d8_eb7 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539972	GSE140890	0.46	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194592	GEO_SRX_RELATION	MATCH	SRX7223775	SAMN13392468	SRS5724960	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_d8_eb7	MinION sequencing: GSM4194592: EB14_loxp_gDNA_d8_eb7 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_d8_eb7	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_d8_eb7 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539973	GSE140890	0.76	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194592	GEO_SRX_RELATION	MATCH	SRX7223775	SAMN13392468	SRS5724960	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_d8_eb7	MinION sequencing: GSM4194592: EB14_loxp_gDNA_d8_eb7 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_d8_eb7	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_d8_eb7 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539974	GSE140890	1.10	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194592	GEO_SRX_RELATION	MATCH	SRX7223775	SAMN13392468	SRS5724960	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_d8_eb7	MinION sequencing: GSM4194592: EB14_loxp_gDNA_d8_eb7 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_d8_eb7	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_d8_eb7 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539975	GSE140890	0.48	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194593	GEO_SRX_RELATION	MATCH	SRX7223776	SAMN13392467	SRS5724961	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_d8_eb8	MinION sequencing: GSM4194593: EB14_loxp_gDNA_d8_eb8 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_d8_eb8	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_d8_eb8 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539977	GSE140890	0.43	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194593	GEO_SRX_RELATION	MATCH	SRX7223776	SAMN13392467	SRS5724961	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_d8_eb8	MinION sequencing: GSM4194593: EB14_loxp_gDNA_d8_eb8 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_d8_eb8	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_d8_eb8 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539978	GSE140890	0.54	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194593	GEO_SRX_RELATION	MATCH	SRX7223776	SAMN13392467	SRS5724961	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_d8_eb8	MinION sequencing: GSM4194593: EB14_loxp_gDNA_d8_eb8 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_d8_eb8	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_d8_eb8 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539979	GSE140890	0.62	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194594	GEO_SRX_RELATION	MATCH	SRX7223777	SAMN13392466	SRS5724962	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_d8_eb9	MinION sequencing: GSM4194594: EB14_loxp_gDNA_d8_eb9 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_d8_eb9	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_d8_eb9 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
SRR10539980	GSE140890	0.59	ONT	True	n/a	mouse	EXCLUDE	excluded					no	OXFORD_NANOPORE	GENOMIC/DNA	done	1		data/isoquant_smartseq2/GSE140890	Smart-seq2	1	smartseq2_one_well	ENA	GSM4194594	GEO_SRX_RELATION	MATCH	SRX7223777	SAMN13392466	SRS5724962	PRJNA591948	SRP233378	Mus musculus	10090	EB14_loxp_gDNA_d8_eb9	MinION sequencing: GSM4194594: EB14_loxp_gDNA_d8_eb9 Mus musculus OTHER	MinION		OTHER	GENOMIC	other	SINGLE	EB14_loxp_gDNA_d8_eb9	mESC (Mouse embryoid body at day 0)	Mus musculus	cell type: Embryoid body || media: Serum-LIF || differentiation day: Day 14 || treatment: None	genomic DNA	EB_day14_loxp_gDNA_d8_eb9 || DNA-Seq || 384 cells || processed data file: EB_recording_dual_barcode.txt	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_identity_only	author_gsm_identity		study_identity_only	AUTHOR_GEO_GSM: geo_gsm_author_sample_identity.tsv (GSM-level identity)	scripts/annotation_recovery/ (author extractor) -> author_annotations/GSE140890/	release_v1/active_cell_annotation.parquet
